DATE,CMT_1MONTH,CMT_3MONTH,CMT_6MONTH,CMT_1YEAR,CMT_2YEAR,CMT_3YEAR,CMT_5YEAR,CMT_7YEAR,CMT_10YEAR,CMT_20YEAR,CMT_30YEAR,CMT_30YEARDISPLAY
2008/6/5,1.789999962,1.8500000238418579,2,2.150000095,2.519999981,2.839999914,3.339999914,3.630000114,4.059999943,4.769999981,4.75,0
2008/6/6,1.75,1.8500000238418579,2,2.119999886,2.400000095,2.730000019,3.200000048,3.5,3.940000057,4.670000076,4.650000095,0
2008/6/9,1.799999952,1.8899999856948853,2.119999886,2.289999962,2.730000019,3.029999971,3.410000086,3.650000095,4.019999981,4.679999828,4.639999866,0
2008/6/10,2,2.0199999809265137,2.24000001,2.529999971,2.910000086,3.200000048,3.539999962,3.769999981,4.110000134,4.760000229,4.699999809,0
2008/6/11,1.909999967,1.9600000381469727,2.180000067,2.470000029,2.829999924,3.160000086,3.49000001,3.730000019,4.099999905,4.760000229,4.71999979,0
2008/6/12,1.919999957,2,2.279999971,2.619999886,3.029999971,3.349999905,3.680000067,3.900000095,4.230000019,4.829999924,4.769999981,0
2008/6/13,1.860000014,1.9900000095367432,2.299999952,2.640000105,3.049999952,3.380000114,3.730000019,3.950000048,4.269999981,4.860000134,4.789999962,0
2008/6/16,1.889999986,2.0699999332427979,2.420000076,2.680000067,3.019999981,3.329999924,3.730000019,3.940000057,4.25,4.840000153,4.769999981,0
2008/6/17,1.820000052,1.9900000095367432,2.329999924,2.579999924,2.940000057,3.25,3.660000086,3.890000105,4.230000019,4.849999905,4.78000021,0
2008/6/18,1.700000048,1.9299999475479126,2.289999962,2.529999971,2.890000105,3.190000057,3.569999933,3.809999943,4.159999847,4.769999981,4.71999979,0
2008/6/19,1.590000033,1.9099999666213989,2.289999962,2.579999924,2.99000001,3.279999971,3.670000076,3.890000105,4.21999979,4.820000172,4.760000229,0
2008/6/20,1.49000001,1.8700000047683716,2.230000019,2.49000001,2.880000114,3.170000076,3.569999933,3.809999943,4.159999847,4.760000229,4.710000038,0
2008/6/23,1.549999952,1.8700000047683716,2.309999943,2.569999933,2.980000019,3.269999981,3.650000095,3.869999886,4.190000057,4.769999981,4.710000038,0
2008/6/24,1.580000043,1.8300000429153442,2.25,2.529999971,2.869999886,3.140000105,3.519999981,3.75999999,4.099999905,4.699999809,4.650000095,0
2008/6/25,1.49000001,1.809999942779541,2.220000029,2.480000019,2.819999933,3.109999895,3.539999962,3.779999971,4.119999886,4.71999979,4.650000095,0
2008/6/26,1.419999957,1.7400000095367432,2.160000086,2.390000105,2.680000067,2.970000029,3.440000057,3.690000057,4.070000172,4.670000076,4.619999886,0
2008/6/27,1.289999962,1.6799999475479126,2.119999886,2.349999905,2.650000095,2.920000076,3.359999895,3.619999886,3.99000001,4.579999924,4.53000021,0
2008/6/30,1.600000024,1.8999999761581421,2.170000076,2.359999895,2.630000114,2.910000086,3.339999914,3.609999895,3.99000001,4.590000153,4.53000021,0
2008/7/1,1.919999957,1.8700000047683716,2.130000114,2.380000114,2.630000114,2.900000095,3.329999924,3.619999886,4.010000229,4.599999905,4.550000191,0
2008/7/2,1.870000005,1.8200000524520874,2.099999905,2.349999905,2.599999905,2.869999886,3.309999943,3.599999905,3.99000001,4.570000172,4.510000229,0
2008/7/3,1.860000014,1.8400000333786011,2.089999914,2.299999952,2.539999962,2.819999933,3.279999971,3.589999914,3.99000001,4.579999924,4.53000021,0
