DATE,CMT_1MONTH,CMT_3MONTH,CMT_6MONTH,CMT_1YEAR,CMT_2YEAR,CMT_3YEAR,CMT_5YEAR,CMT_7YEAR,CMT_10YEAR,CMT_20YEAR,CMT_30YEAR,CMT_30YEARDISPLAY
2006/3/21,4.670000076,4.690000057,4.820000172,4.789999962,4.71999979,4.710000038,4.679999828,4.690000057,4.710000038,4.909999847,4.7399997711181641,0
2006/3/22,4.670000076,4.690000057,4.809999943,4.78000021,4.739999771,4.71999979,4.690000057,4.699999809,4.699999809,4.909999847,4.7300000190734863,0
2006/3/23,4.659999847,4.670000076,4.809999943,4.800000191,4.769999981,4.739999771,4.730000019,4.730000019,4.730000019,4.929999828,4.75,0
2006/3/24,4.659999847,4.650000095,4.78000021,4.760000229,4.71999979,4.670000076,4.659999847,4.659999847,4.670000076,4.869999886,4.6999998092651367,0
2006/3/27,4.659999847,4.630000114,4.800000191,4.769999981,4.71999979,4.690000057,4.690000057,4.690000057,4.699999809,4.909999847,4.7300000190734863,0
2006/3/28,4.710000038,4.650000095,4.829999924,4.820000172,4.809999943,4.789999962,4.789999962,4.789999962,4.789999962,4.980000019,4.8000001907348633,0
2006/3/29,4.690000057,4.630000114,4.829999924,4.829999924,4.820000172,4.809999943,4.789999962,4.789999962,4.809999943,5.019999981,4.8400001525878906,0
2006/3/30,4.670000076,4.610000134,4.840000153,4.840000153,4.840000153,4.840000153,4.829999924,4.829999924,4.860000134,5.070000172,4.8899998664855957,0
2006/3/31,4.650000095,4.630000114,4.809999943,4.820000172,4.820000172,4.829999924,4.820000172,4.829999924,4.860000134,5.070000172,4.9000000953674316,0
2006/4/3,4.659999847,4.670000076,4.860000134,4.860000134,4.860000134,4.849999905,4.849999905,4.860000134,4.880000114,5.079999924,4.9000000953674316,0
